id,categoryId,country,country_en,name,description,description_en,person,phone,email,website,wechat,logo,capacity,capacity_en,size,size_en,export,export_en,commitment,commitment_en,AR,AS,AT,AU,product,product_en
70,1,"老挝人民民主共和国
","Lao People's Democratic Republic","2DaY Consultant Sole Co.,Ltd
","2DaY Consultant Sole Co.，Ltd是老挝本土企业，专注推广老挝草本茶及健康产品。我们致力于将正宗老挝产品引入全球市场，除产品分销外，还提供专业市场调研与实地考察服务，为合作伙伴提供产品与洞察的双重支持。","2DaY Consultant Sole Co., Ltd. is a Lao-based company showcasing Lao herbal teas and wellness goods. Our mission is to bring authentic Lao products to global markets. Alongside product distribution, we also provide professional market research and fieldwork services in Laos, offering partners both products and insights.","Mrs. Viphasavanh PHOUMMASACK
","+856-205679-7878
","Viphasavanh.2dayconsultnat@gmail.com
","暂无","wxid_2xo35dyirz2s22
","images/SME/2DaY Consultant Sole Co.,Ltd
/logo.jpg","草本茶​​：约 ​​20,000–25,000​​ 袋/月
​​草本粉​​（姜黄、生姜、芝麻）：约 ​​8,000–10,000​​ 罐/月
​​洗发水​​：约 ​​5,000​​ 瓶/月","Herbal Tea: ~20,000–25,000 sachets/month
Herbal Powder (Turmeric, Ginger, Sesame): ~8,000–10,000 jars/month
Shampoo: ~5,000 bottles/month","约15人（含管理人员与生产团队）","Approx. 15 persons (staff and production team).","在国际展会上展示了老挝草本产品，包括2024年中国西安丝绸之路博览会和韩国超越食品博览会。
参与了在泰国举办的区域性展览和推广活动。
正筹备通过2025年中国国际进口博览会（CIIE）对接的合作伙伴关系，拓展出口市场。","Showcased Lao herbal products at international trade fairs, including Silk Road Expo in Xi’an, China (2024) and Beyond Food Expo in the Republic of Korea (2024).
Participated in regional exhibitions and promotional events in Thailand.
Preparing to expand into export markets through partnerships identified at CIIE 2025.","通过公平贸易采购原材料，支持老挝本地农民发展。通过引导农村妇女参与草本产品生产，增强其经济能力。通过推广老挝传统草本知识，助力社区可持续发展。采用经认证的食品级包装，确保产品符合食品安全标准。","Support Lao local farmers through fair trade sourcing of raw materials.Empower rural women by engaging them in herbal product production.Contribute to community development by promoting traditional Lao herbal knowledgeEnsure food safety standards with certified food-grade packaging.
",,,,,"草本茶（生姜茶、姜黄茶、鹅莓茶），草本粉（姜黄粉、生姜粉、黑芝麻粉）
，天然个护（贝拉香檬草本洗发露）
","Herbal tea (Ginger, Turmeric, Gooseberry)​,Herbal powder (Turmeric powder, Ginger powder, Black sesame)​,Natural personal care (Bella herbal shampoo with bergamot)​"
71,1,"老挝人民民主共和国
","Lao People's Democratic Republic","Meathip Solar Dried Banana","MTh Solar Dried Banana生产质地柔软的干香蕉，不添加糖分，选用老挝沙湾拿吉省当地天然甜香蕉。","MTh Solar Dried Banana produce soft texture dried banana, no added sugar, we use banana in local Savannakhet province, Laos which sweet and natural banana. ","Mrs. Sabaymany Nanthalath","+8562023626395","sabaymany@gmail.com","暂无","暂无","images/SME/Meathip Solar Dried Banana
/logo.jpg","800–1,000 千克/月","800–1,000 kg/month.","暂无","None","暂无","None","将本地种植的香蕉制成健康、可持续的零食，以支持农民生活。","Turning locally growth banana into healthy, sustainable snacks to support farmers.",,,,,"软质干香蕉","Soft texture dried banana"
72,1,"老挝人民民主共和国
","Lao People's Democratic Republic","The Boloven Plateau Coffee Producer Cooperative
","The Boloven Plateau Coffee Producer Cooperative是一家小型咖啡农户合作社，旨在改善博拉文高原老挝小农咖啡种植者的生活条件。该合作社于2007年在老挝政府和法国开发署支持下成立，前身为老挝咖啡生产者协会，是小农联合共赢的典范。如今，这个100%由农户自主运营的组织已覆盖55个村庄的1，855个咖啡种植家庭，自2007年创立之初取得了长足发展。2012年，CPC出口603吨生咖啡豆，凭借这一业绩及其他卓越成就被老挝政府授予""2012年老挝最佳咖啡出口商""称号，表彰其在价格与品质方面的双重优越性。目前该组织持续发展壮大，年出口生咖啡豆量已突破1，000吨。","Coopérative des Producteurs de Café du Plateau des Bolovens or CPC is a small coffee farmer cooperative and an organization to improve living conditions of Lao coffee smallholders in the Bolavens plateau.
Created in 2007 with the support of the Lao government and the French Development Agency (AFD), the ""Bolaven Plateau Coffee Producers Cooperative"" or CPC (formerly known as AGPC) is a prime example about what is possible when small-scale farmers join forces. By today, the 100% farmers’ own organization consists of about 1,855 coffee growing households spread in 55 villages and thus has come a long way since its establishment in 2007, when it started from scratch. In 2012, CPC exported 603 tons of green coffee. This, together with CPCs other achievements was reason enough for the Lao government to award the cooperative as the ""Laos Best coffee exporter 2012"" for best prices and best quality. The organization is now continuing to grow with export outreaching 1,000 tons of green coffee per year.","Mr. Khamphanh KEOTHAVY","+856-20 560 85 035
","sales.department.manager@cpc
","www.cpc-laos.org
","暂无","images/SME/The Boloven Plateau Coffee Producer Cooperative
/logo.jpg","​​生咖啡豆：1000吨/年         烘焙咖啡豆：1吨/月","Green Coffee Bean: 1,000 Tons/Year
Roasted bean 1 Ton /month","人数：39人（含10名女性）","N° 39 persons, 10 Women","法国，比利时，瑞典，德国，瑞士，日本，韩国，中国香港，中国，越南，泰国，美国，加拿大
","France, Belgium, Sweden, Germany, Switzerland, Japan, Republic of Korea, Hong Kong,China, China, Viet Nam, Thailand, USA, Canada","在国际公平贸易标准以及老挝、国际有机农业运动联盟、欧盟和加拿大有机标准的认证体系下运营。","Under FLO-Fairtrade standard and Lao, IFAOM, EU and COR-CANADA Organic standards.",,,,,"生咖啡豆
，烘焙咖啡豆​
","Green coffee bean,Roasted bean​"
73,1,"老挝人民民主共和国","Lao People's Democratic Republic","The Green","The Green Co., Ltd.是老挝一家社会企业，致力于构建可持续的农业食品价值链。该公司通过""农场直送""品牌，在老挝全国范围内生产并分销优质鸡蛋、蛋制品、鸡肉及肉类产品。","The Green Co., Ltd. is a social enterprise in Laos dedicated to building a sustainable agri-food value chain. 
Under its brands Fresh From the Farm, the company produces and distributes premium eggs, processed eggs, chicken and meat products across Laos.","Mr. Jaewon Lee","+82-10-6801-6844","official@sodjakfarm.com/ jaymail@snu.ac.kr","www.sodjakfarm.com","jaewon Lee","images/SME/The Green/logo.jpg","70,000盘/月（2025年12月起可提供）","70,000 tray/month(Capacity available from 12/2025)","25人","25 Persons","暂无","None","动物福利，与当地合作社建立合作伙伴关系。","Animal Welfare, Partnership with local cooperatives.",,,,,"生鲜鸡肉，鲜鸡蛋，加工蛋（液体蛋）","Fresh chicken meat,Fresh eggs,Processed eggs(liquid eggs)"
74,1,"蒙古国","Mongolia","Teso foods","Teso foods​​是蒙古国领先的食品制造商，利用本地原料生产超过120种健康产品。凭借20年经验，我们创新可持续食品生产模式，并通过广泛的分销网络引领市场，致力于成为优质健康食品的首选品牌。","TESO FOODS is a leading Mongolian manufacturer, creating over 120 healthy products from locally sourced ingredients. With 20 years of experience, we innovate sustainable food practices and lead the market through our vast distribution, aiming to be the primary choice for quality, healthy food.","Mrs. Enkhjingoo Enkhbold
","+976 99036446
","senior-export@tesofoods.mn
","teso.mn/business/foods
","暂无","images/SME/Teso foods/logo.jpg","饮料：月产量2,000吨​​，​​干货：月产量280吨​​，薯片：月产量115吨​​，凝乳糖果：月产量60吨","Beverage 2,000 tons per month
Dry 280 tons per month
Chips 115 tons per month
Curd candy 60 tons per month​​    ","1,200人
","1200Persons","中国, 哈萨克斯坦, 日本, 吉尔吉斯斯坦
","China, Kazakhstan, Japan, Kyrgyzstan","运营​​零废弃5R管理体系​","Operates a zero-waste 5R management system",,,,,"酸奶饮品
，酸奶球
，奶干，植物基乳品（非乳制）
，全脂奶粉
","Curd drinks,Curd balls,dried curds,Non-dairy,Whole milk powder"
75,1,"摩洛哥","Morocco","PRIVA TRADING
","​​摩洛哥企业，专注于阿甘油、仙人掌籽油、花水、藏红花及化妆品和食品行业天然原料的生产与出口。​​
凭借认证品质（有机认证、ISO 22716、Fair for Life认证、FDA认证等）、严格的溯源体系及创新配方，我们为全球客户提供可靠、可持续且优质的摩洛哥原料。","Moroccan company specialized in the production and export of Argan oils, prickly pear seed oil, floral waters, saffron, and natural ingredients for the cosmetics and food industries. With certified quality (Organic, ISO 22716, Fair for Life, FDA…), strong traceability, and innovative formulations, we provide reliable, sustainable, and premium Moroccan ingredients worldwide.","Mr. Driss OUHAMMOUCH
","+212661295598
","contact@privaoil.com
","www.privaoil.com
","PrivaTrading
","images/SME/PRIVA TRADING
/logo.jpg","60吨","60 Tons","10人
","10persons","美国, 英国, 西班牙, 法国, 德国
","USA, UK, Spain, France, Germany ","我们致力于赋能本地社区与女性合作社，同时确保生产流程符合生态友好、可持续及公平贸易标准。
","We are committed to empowering local communities and women’s cooperatives while ensuring eco-friendly, sustainable, and fair-trade production.
",,,,,"阿甘油
，仙人掌籽油
，花水，藏红花","Argan oil,Prickly pear seed oil,floral waters,Saffron"
76,1,"摩洛哥","Morocco","Societé Marocaine de Fabrication et Conditionnement","SOMAFACO是一家摩洛哥农产品食品企业，专注于高品质加工食品的生产。我们提供原汁原味、源自可持续供应链的产品，且所有产品均符合国际标准。公司的核心优势体现在三方面：丰富的出口经验、稳定可靠的生产能力，以及严格的质量管控体系。此外，在产品适配（根据市场需求调整产品特性）与包装设计上的持续创新，也为我们在全球市场中构筑了竞争优势。","SOMAFACO is a Moroccan agri-food company specializing in high-quality processed food products. We offer authentic, sustainably sourced goods that meet international standards. Our strengths lie in strong export experience, reliable production capacity, and strict quality control. Innovation in product adaptation and packaging provides a competitive advantage in global markets.","Mr. Yassine NAJJAH EL IDRISSI
","+212664604217","y.elidrissi@somafaco.com","www.somafaco.com","wxid_8e48miwjab8l12","images/SME/Societé Marocaine de Fabrication et Conditionnement/logo.jpg","25000 吨","25000 T ","SOMAFACO拥有 1000 多名敬业的专业人员，团队融合了生产、质量管理及国际贸易领域的专业技术。","SOMAFACO employs more than 1000 dedicated professionals, combining expertise in production, quality management, and international trade.","出口国家：马里、塞内加尔、冈比亚、布基纳法索、几内亚、瑞典、沙特阿拉伯、阿拉伯联合酋长国、巴林、加拿大、美国、法国、西班牙、比利时、德国、英国、阿尔及利亚、突尼斯、意大利、荷兰、科特迪瓦、科摩罗、毛里塔尼亚、利比亚","Exporting countries : Mali, Senegal, Gambia, Burkina Faso, Guinea, Sweden, Saudi Arabia, United Arab Emirates, Bahrain, Canada, United States, France, Spain, Belgium, Germany, United Kingdom, Algeria, Tunisia, Italy, Netherlands, Ivory Coast, Comoros, Mauritania, Libya","遵守环境标准，推广环保流程。高度重视食品安全与产品可追溯性","Compliance with environmental standards and promotion of eco-friendly processes strong emphasis on food safety and product traceability",,,,,"泡打粉， 汤类与高汤，墨西哥薄饼，焦糖布丁，糕点奶油，冰淇淋预拌粉，混合香料","Baking powder,Soups and broths,Tortilla,Flans,Pastry cream,Ice cream mix,Spices mix"
77,1,"尼日利亚","Nigeria","Royal Winosa Industries Ltd","Royal Winosa Industries Ltd.以创新变革非洲农业我们是一家农产品加工企业，为农产品赋予更高价值；让农业对青年更具吸引力；改变非洲食品包装的现状；向农民传授良好农业规范（Good Agricultural Practices， GAP），并为女性和青年赋能；为非洲提供粮食。
","Royal Winosa Industries Ltd. 
Transforming  African Agriculture through innovation 
We are agro- processing company adding value to agricultural produce; 
Making Agriculture attractive to youth;
Changing the Africa  food packaging narrative;
Trains farmers on Good Agricultural Practices (GAP)  and empower women and youth; 
Feeding Africa. ","Mrs. Stella Ereyukomhen
","+2348036456574
","winosaproduct9@gmail.com","www.winosafoods.com","暂无","images/SME/Royal Winosa Industries Ltd/logo.jpg","每月 40 吨","40 Tonnes/Month","19人","19 Persons ","英国，加拿大，美国","United Kingdom, Canada, USA ","为青年和女性创造就业机会
培训与能力建设
环境可持续性
改变非洲食品包装理念，为大众提供可获取的食品","Job creation for youths and women, Training and capacity building, Environmental  sustainability, Changing African food packaging Narrative and providing avoidable food to the masses",,,,,"木薯粉，淀粉， 木薯片，大蕉粉，豆类面粉和香料","Cassava flour,Starch,Chips,Plantain flour,Beans flour and species"
78,1,"菲律宾","Philippines","MEGA Prime Foods Inc.","MEGA Prime Foods Inc.迎来卓越发展 50 周年，自豪地展示世界级的菲律宾特色产品。其中，“美嘉沙丁鱼”（MEGA Sardines）作为菲律宾排名第一的沙丁鱼品牌，获美国医疗健康协会（U.S.-based Medical Wellness Association）官方认证，成为全球首款 “海鲜超级食品”，这是健康与营养领域的历史性里程碑。该公司还以 “12 小时捕捞到罐装” 工艺闻名，这一工艺能确保产品的新鲜度。","MEGA Prime Foods Inc. marks 50 years of excellence, proudly showcasing world-class Filipino products. MEGA Sardines - the No. 1 Sardines brand in the Philippines officially recognized by the U.S.-based Medical Wellness Association as the world’s first seafood Superfood, a historic milestone in health and nutrition. The company is also known for its 12-hour catch-to-can process ensuring freshness of its products. ","Mrs. Marinette Ann DIMALANTA
","+63998 8680025
","export@megasardines.com
","www.megaprimefoods.com.ph
","MegaExports","images/SME/MEGA Prime Foods Inc/logo.jpg","每月 2080 吨（仅 1 座工厂）","2080 tons / month (1 plant only)","
779人（仅 1 座工厂）","779 persons (1 plant only)","欧盟、加拿大、日本、美国","EU, CANADA, JAPAN, USA      ","海洋清理 / 可再生能源及可持续发展举措","Ocean clean-up / Renewal Energy and Sustainability Initiatives ",,,,,"沙丁鱼和咖啡","Sardines and coffee"
79,1,"泰国","Thailand","Hillkoff co.,ltd.","我们是一家植根泰国的家族式咖啡企业，致力于与咖啡农携手共创更美好的未来。
在泰国北部的高地地区，我们与当地社区紧密合作，通过可持续且负责任的种植方式培育高品质阿拉比卡咖啡。从咖啡园到咖啡杯的每一个环节，都体现着我们对人与地球的关怀。除了追求卓越的口感，我们还将咖啡转化为创新动力 —— 减少浪费、保护环境，并为咖啡产业链上的每一位参与者创造价值。我们自豪地将产品分享给全球的咖啡爱好者，让泰国咖啡的独特魅力闪耀国际舞台。
","We are a family rooted Thai coffee company dedicated to growing better futures with our farmers.From the highlands of Northern Thailand, we work hand in hand with local communities to cultivate quality Arabica coffee through sustainable and responsible practices. Every step from the farm to the cup reflects our care for people and the planet. Beyond great taste, we turn coffee into innovations that reduce waste, protect the environment, and create value for everyone in the coffee journey. We proudly shares our products with coffee lovers around the world, bringing the spirit of Thai coffee to the global stage.","Ms. Naruemon Taksaudom
","+66623541919
"," info@hillkoff.com","https://hillkoff.com/","Hillkoff","images/SME/Hillkoff co.,ltd/logo.jpg","每月 21 万件","210,000 pcs/month","190人"," 190 person","马来西亚，美国，韩国，俄罗斯","Malaysia, US, Korea, Russia","我们致力于通过负责任且符合道德的商业实践创造可持续的未来。我们恪守联合国全球契约的原则，尊重人权、确保公平安全的工作环境、保护环境，并以诚信经营。我们与当地农户家庭携手合作，推动机会平等、加强农村社区建设，并倡导环保种植方式。通过透明度、协作与持续改进，我们力求让每一杯咖啡都成为推动人类、地球及下一代实现积极变革的力量。","We are committed to creating a sustainable future through responsible and ethical business practices. We uphold the principles of the United Nations Global Compact by respecting human rights, ensuring fair and safe working conditions, protecting the environment, and conducting our business with integrity. We work hand in hand with local farmer families to promote equal opportunities, strengthen rural communities, and encourage environmentally friendly cultivation. Through transparency, collaboration, and continuous improvement, we aim to make every cup of coffee a force for positive change for people, the planet, and the next generation.",,,,,"泰国阿拉比卡咖啡，意式浓缩低碳咖啡，咖啡樱桃提取物，咖啡樱桃茶","Thai Arabica Coffee,Espresso low carbon coffee,Coffee cherry extract,Coffee cherry tea"
80,1,"泰国","Thailand","Lampang Food Products Co., Ltd.","LFP 是一家在泰国拥有 30 多年生产经验的企业，主营罐装 / 袋装甜玉米粒、应季水果罐头、糖棕籽制品及腌制品。","LFP is a Canned/Pouch Sweet Corn Kernels, Seasonal Fruits, Sugar Palm Seed, Pickled items manufacturing in Thailand for over 30 years.","Mr. Sopon Chodokvisitkul
","6622609135","expsale3@lampangfood.com","www,lampangfood.com","暂无","images/SME/Lampang Food Products Co., Ltd/logo.jpg","每月 100 个整箱（FCLs）","100 FCLs/month","300人","300 persons","澳大利亚，日本","Australia, Japan","绿色产业","Green industry",,,,,"罐装 / 袋装甜玉米粒，应季水果，糖棕籽，腌制品","Canned/Pouch sweet corn kernels,Seasonal fruits,Sugar palm seed,Pickled items"
81,1,"坦桑尼亚联合共和国","United Republic of Tanzania (the)","Mrutu Agro-Solutions Company Limited","Mrutu Agro-Solutions Company Limited是坦桑尼亚领先的农业综合企业，提供咨询服务、农业金融科技（农业储蓄，AgriSave）以及智慧农业创业者创新中心（SAIC）相关服务。我们生产并出口咖啡、腰果、香料和蜂蜜，同时也提供幼苗、农业投入品、机械化解决方案以及农场设施建设服务。我们具备气候适应性的智慧创新技术，为农户赋能，并强化农业价值链。","Mrutu Agro-Solutions Company Limited is a leading agribusiness firm in Tanzania offering consultancy, agri-fintech (AgriSave), and the Smart Agripreneurship Innovation Centre (SAIC). We produce and export coffee, cashew nuts, spices, and honey, while also providing seedlings, agro-inputs, mechanization solutions, and farm structure construction. Our climate-smart innovations empower farmers and strengthen value chains.","Mr Philipo MRUTU","+255753442903","mrutu.agrosolutions@gmail.com/ info@mrutuagrosolutions.co.tz","www.mrutuagrosolutions.co.tz ","15201637056","images/SME/Mrutu Agro-Solutions Company Limited/logo.jpg","4000每月","4,000 per month ","12人","12 people ","中国、南非、马拉维","China, South Africa, Malawi","赋能青年与女性、推广可持续农业、创造就业机会、减少浪费、保障公平贸易、分享创新实践。","“Empowering youth and women, promoting sustainable farming, creating jobs, reducing waste, ensuring fair trade, and sharing innovative practices.”",,,,,"咖啡，腰果，香料，蜂蜜，幼苗，农业综合企业咨询，农业储蓄，农业投入品与机械化","Coffee,Cashew nuts,Spices,Honey,Seedlings,Agribusiness consultancy,AgriSave,Agro-inputs & mechanization"
82,1,"乌兹别克斯坦","Uzbekistan","""Eastern Agro Export"" Limited Liability Company","Eastern Agro Export是乌兹别克斯坦规模最大的干果、坚果及豆类生产商和出口商之一。该公司的出口范围涵盖 28 个国家，年出口额为 420 万美元。公司在费尔干纳州和撒马尔罕州拥有两座工厂，均已通过 ISO22000 和 ISO9001 认证。此外，该公司已在海关系统完成进口货物备案登记，并获得中国检疫部门授权，可从乌兹别克斯坦向中国出口农产品。","Eastern Agro Export is one the biggest producers and exporters of dried fruits, nuts and beans in Uzbekistan. The company's export geography includes 28 countries. Annually export is 4,2 millions USD. Company has 2 factories in Ferghana and Samarkand regions certified by ISO22000 and ISO9001. Company has registered in customs system for imported goods and authorized by Chinese quarantine to export agricultural products from Uzbekistan to China.","Mr. Abbos Botirov","+998946573833","export@eastagro.uz","www.eastagro.uz","abbosbotirov","images/SME/Eastern Agro Export Limited Liability Company/logo.jpg","每月750吨","750 tons per month ","27名员工","27 workers ","28 个国家（其中一半为欧盟国家）","28 countries (half EU) ","工厂 50% 的工人为女性。工厂配备有太阳能电池板。","50% of factory workers are women.  Factories equipped with slar panels ",,,,,"葡萄干，杏干，西梅干，绿豆，花生","Raisins,Dried apricots, Prunes,Mung beans,Peanuts"
83,1,"乌兹别克斯坦","Uzbekistan","""Optimum Fruits"" LLC","Optimum Fruits 是乌兹别克斯坦从事干果、坚果和豆类生产及出口的公司之一。该公司的出口市场覆盖 10 个国家，年出口额为 310 万美元。目前，该公司积极与中国、土耳其和阿塞拜疆开展贸易和经济合作。该公司已在海关系统中进行了进口货物注册，并获得中国检疫部门的授权，可将乌兹别克斯坦的农产品出口到中国。","“Optimum Fruits” is one of the companies in Uzbekistan engaged in the production and export of dried fruits, nuts, and legumes. The company’s export markets cover 10 countries, with an annual export volume of 3.1 million USD. Currently, the company actively cooperates with China, Türkiye, and Azerbaijan in trade and economic relations. Company has registered in customs system for imported goods and authorized by Chinese quarantine to export agricultural products from Uzbekistan to China.","Mr. Asadbek Bekmirzayev
","+998995173871
","optimumdryfruits@gmail.com","暂无","Bekmirzaev_Asadbek","images/SME/Optimum Fruits LLC/logo.jpg","每月350吨","350 tons per month","30个工人","30 workers ","10 个国家（其中一半为欧盟国家）","10 countries (half EU) ","30%公司员工是女性","30% of factory workers are women.",,,,,"杏干，葡萄干，西梅干，绿豆，花生
","Dried apricots,Raisins,Prunes,Mung beans, Peanuts"
